id,lb,ub,rev,names
4PCPpp,0.0,999999.0,0,"Tetrapeptide L,D-carboxypeptidase (periplasm)"
4PEPTabcpp,0.0,999999.0,0,Tetrapeptide (LalaDgluMdapDala) transport via ABC system (periplasm)
4PEPTtex,-999999.0,999999.0,1,LalaDgluMdapDala (pentapeptide) transport via diffusion (extracellular to periplasm)
5DGLCNR,-999999.0,999999.0,1,5-dehydro-D-gluconate reductase
5DGLCNt2rpp,-999999.0,999999.0,1,"5-Dehydro-D-gluconate transport via proton symport, reversible (periplasm)"
5DGLCNtex,-999999.0,999999.0,1,5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm)
5DOAN,0.0,999999.0,0,5'-deoxyadenosine nuclosidase
A5PISO,-999999.0,999999.0,1,Arabinose-5-phosphate isomerase
AACPS1,0.0,999999.0,0,Acyl-[acyl-carrier-protein] synthetase (n-C14:0)
AACPS2,0.0,999999.0,0,Acyl-[acyl-carrier-protein] synthetase  (n-C14:1)
AACPS3,0.0,999999.0,0,Acyl-[acyl-carrier-protein] synthetase  (n-C16:0)
AACPS4,0.0,999999.0,0,Acyl-[acyl-carrier-protein] synthetase  (n-C16:1)
AACPS5,0.0,999999.0,0,Acyl-[acyl-carrier-protein] synthetase  (n-C18:1)
AACPS6,0.0,999999.0,0,Acyl-[acyl-carrier-protein] synthetase  (n-C18:0)
AACPS7,0.0,999999.0,0,Acyl-[acyl-carrier-protein] synthetase  (n-C12:0)
AACPS8,0.0,999999.0,0,Acyl-[acyl-carrier-protein] synthetase  (n-C10:0)
AACPS9,0.0,999999.0,0,Acyl-[acyl-carrier-protein] synthetase  (n-C8:0)
AACTOOR,0.0,999999.0,0,Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing)
AADDGT,0.0,999999.0,0,"DTDP-N-4-acetamido-4,6-dideoxy-D-galactose transferase"
AAMYL,0.0,999999.0,0,Alpha-amylase
AAMYLpp,0.0,999999.0,0,Alpha-amylase (periplasm)
AB6PGH,0.0,999999.0,0,Arbutin 6-phosphate glucohydrolase
ABTA,0.0,999999.0,0,4-aminobutyrate transaminase
ABUTD,0.0,999999.0,0,Aminobutyraldehyde dehydrogenase
ABUTt2pp,0.0,999999.0,0,4-aminobutyrate transport in via proton symport (periplasm)
ABUTtex,-999999.0,999999.0,1,4-aminobutyrate transport via diffusion (extracellular to periplasm)
ACACCT,0.0,999999.0,0,Acetyl-CoA:acetoacetyl-CoA transferase
ACACT1r,-999999.0,999999.0,1,Acetyl-CoA C-acetyltransferase
ACACt2pp,-999999.0,999999.0,1,Acetoacetate transport via proton symport  (periplasm)
ACACtex,-999999.0,999999.0,1,Acetoacetate transport via diffusion (extracellular to periplasm)
ACALD,-999999.0,999999.0,1,Acetaldehyde dehydrogenase (acetylating)
ACALDtex,-999999.0,999999.0,1,Acetaldehyde transport via diffusion (extracellular to periplasm)
ACALDtpp,-999999.0,999999.0,1,Acetaldehyde reversible transport (periplasm)
ACANTHAT,0.0,999999.0,0,Acetyl-CoA:anthranilate acetyltransferase
ACBIPGT,0.0,999999.0,0,Adenosyl cobinamide phosphate guanyltransferase
ACCOAC,0.0,999999.0,0,Acetyl-CoA carboxylase
ACCOAL,0.0,999999.0,0,Acetate-CoA ligase (ADP-forming)
ACGAL1PPpp,0.0,999999.0,0,N-acetyl-D-galactosamine 1-phosphatase (periplasm)
ACGAL1Ptex,-999999.0,999999.0,1,N-acetyl-D-galactosamine 1-phosphate transport via diffusion (extracellular to periplasm)
ACGALtex,-999999.0,999999.0,1,N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm)
ACGAM1PPpp,0.0,999999.0,0,N-acetyl-D-glucosamine 1-phosphatase (periplasm)
ACGAM1Ptex,-999999.0,999999.0,1,N-acetyl-D-glucosamine 1-phosphate transport via diffusion (extracellular to periplasm)
ACGAMK,0.0,999999.0,0,N-acetylglucosamine kinase
ACGAMT,0.0,999999.0,0,UDP-N-acetylglucosamine:undecaprenylphosphate N-acetylglucosamine -1-phosphate transferase
ACGAptspp,0.0,999999.0,0,N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm)
ACGAtex,-999999.0,999999.0,1,N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm)
ACGK,0.0,999999.0,0,Acetylglutamate kinase
ACGS,0.0,999999.0,0,N-acetylglutamate synthase
ACHBS,0.0,999999.0,0,2-aceto-2-hydroxybutanoate synthase
ACKr,-999999.0,999999.0,1,Acetate kinase
ACLS,0.0,999999.0,0,Acetolactate synthase
ACM6PH,0.0,999999.0,0,N-acetylmuramate 6-phosphate hydrolase
ACMAMUT,0.0,999999.0,0,UDP-N-acetyl-D-mannosaminuronic acid transferase
ACMANAptspp,0.0,999999.0,0,N-acetyl-D-mannosamine transport via PTS  (periplasm)
ACMANAtex,-999999.0,999999.0,1,N-acetyl-D-mannosamine transport via diffusion (extracellular to periplasm)
ACMUMptspp,0.0,999999.0,0,N-acetylmuramate transport via PEP:Pyr PTS (periplasm)
ACMUMtex,0.0,999999.0,0,N-acetylmuramate transport via diffusion (extracellular to periplasm)
ACNAMt2pp,0.0,999999.0,0,N-acetylneuraminate proton symport (periplasm)
ACNAMtex,-999999.0,999999.0,1,N-acetylneuraminate transport via diffusion (extracellular to periplasm)
ACNML,0.0,999999.0,0,N-Acetylneuraminate lyase
ACOAD1f,-999999.0,999999.0,1,Acyl-CoA dehydrogenase (butanoyl-CoA)
ACOAD2f,-999999.0,999999.0,1,Acyl-CoA dehydrogenase (hexanoyl-CoA)
ACOAD3f,-999999.0,999999.0,1,Acyl-CoA dehydrogenase (octanoyl-CoA)
ACOAD4f,-999999.0,999999.0,1,Acyl-CoA dehydrogenase (decanoyl-CoA)
ACOAD5f,-999999.0,999999.0,1,Acyl-CoA dehydrogenase (dodecanoyl-CoA)
ACOAD6f,-999999.0,999999.0,1,Acyl-CoA dehydrogenase (tetradecanoyl-CoA)
ACOAD7f,-999999.0,999999.0,1,Acyl-CoA dehydrogenase (hexadecanoyl-CoA)
ACOAD8f,-999999.0,999999.0,1,Acyl-CoA dehydrogenase (octadecanoyl-CoA)
ACOATA,-999999.0,999999.0,1,Acetyl-CoA ACP transacylase
ACODA,0.0,999999.0,0,Acetylornithine deacetylase
ACOLIPAtex,0.0,999999.0,0,Arabinose modified core oligosaccharide lipid A transport via vector (periplasm to extracellular)
ACONIs,-999999.0,999999.0,1,Aconitate isomerase (spontaneous)
ACONMT,0.0,999999.0,0,Trans-aconitate methyltransferase
ACONTa,-999999.0,999999.0,1,"Aconitase (half-reaction A, Citrate hydro-lyase)"
ACONTb,-999999.0,999999.0,1,"Aconitase (half-reaction B, Isocitrate hydro-lyase)"
ACOTA,-999999.0,999999.0,1,Acetylornithine transaminase
ACPS1,0.0,999999.0,0,Acyl-carrier protein synthase
ACS,0.0,999999.0,0,Acetyl-CoA synthetase
ACSERtex,-999999.0,999999.0,1,O-Acetyl-L-serine transport via diffusion (extracellular to periplasm)
ACSERtpp,0.0,999999.0,0,O-Acetyl-L-serine export via facilitated transport
ACt2rpp,-999999.0,999999.0,1,Acetate reversible transport via proton symport (periplasm)
ACt4pp,0.0,999999.0,0,Na+/Acetate symport (periplasm)
ACtex,-999999.0,999999.0,1,Acetate transport via diffusion (extracellular to periplasm)
ADA,0.0,999999.0,0,Adenosine deaminase
ADCL,0.0,999999.0,0,4-aminobenzoate synthase
ADCS,0.0,999999.0,0,4-amino-4-deoxychorismate synthase
ADD,0.0,999999.0,0,Adenine deaminase
ADEt2rpp,-999999.0,999999.0,1,Adenine transport via proton symport (reversible) (periplasm)
ADEtex,-999999.0,999999.0,1,Adenine transport via diffusion (extracellular to periplasm)
ADK1,-999999.0,999999.0,1,Adenylate kinase
ADK3,-999999.0,999999.0,1,Adentylate kinase (GTP)
ADK4,-999999.0,999999.0,1,Adentylate kinase (ITP)
ADMDC,0.0,999999.0,0,Adenosylmethionine decarboxylase
ADNCYC,0.0,999999.0,0,Adenylate cyclase
ADNK1,0.0,999999.0,0,Adenosine kinase
ADNUC,0.0,999999.0,0,Adenosine hydrolase
ADNt2pp_copy1,0.0,999999.0,0,Adenosine transport in via proton symport (periplasm)
ADNt2pp_copy2,-999999.0,999999.0,1,Adenosine transport in via proton symport (periplasm)
ADNtex,-999999.0,999999.0,1,Adenosine transport via diffusion (extracellular to periplasm)
ADOCBIK,0.0,999999.0,0,Adenosyl cobinamide kinase
ADOCBLS,0.0,999999.0,0,Adenosylcobalamin 5'-phosphate synthase
ADOCBLabcpp,0.0,999999.0,0,Adenosylcobalamin transport via ABC system (periplasm)
ADOCBLtonex,0.0,999999.0,0,Adenosylcobalimin transport via ton system (extermal)
ADPRDP,0.0,999999.0,0,ADPribose diphosphatase
ADPT,0.0,999999.0,0,Adenine phosphoribosyltransferase
ADSK,0.0,999999.0,0,Adenylyl-sulfate kinase
ADSL1r,-999999.0,999999.0,1,Adenylsuccinate lyase
ADSL2r,-999999.0,999999.0,1,Adenylosuccinate lyase
ADSS,0.0,999999.0,0,Adenylosuccinate synthase
AGDC,0.0,999999.0,0,N-acetylglucosamine-6-phosphate deacetylase
AGM3PA,0.0,999999.0,0,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase
AGM3PApp,0.0,999999.0,0,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase (periplasm)
AGM3PH,0.0,999999.0,0,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide beta -1,4-N-acetylglucosaminidase"
AGM3Pt2pp,0.0,999999.0,0,GlcNAc-anhMurNAc tripeptide transport in via proton symport (periplasm)
AGM4PA,0.0,999999.0,0,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase
AGM4PApp,0.0,999999.0,0,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase (periplasm)
AGM4PCP,0.0,999999.0,0,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase"
AGM4PCPpp,0.0,999999.0,0,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase (periplasmic)"
AGM4PH,0.0,999999.0,0,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide beta -1,4-N-acetylglucosaminidase"
AGM4Pt2pp,0.0,999999.0,0,GlcNAc-anhMurNAc tetrapeptide transport in via proton symport (periplasm)
AGMH,0.0,999999.0,0,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl beta -1,4-N-acetylglucosaminidase"
AGMHE,0.0,999999.0,0,ADP-D-glycero-D-manno-heptose epimerase
AGMT,0.0,999999.0,0,Agmatinase
AGMt2pp,0.0,999999.0,0,GlcNAc-anhMurNAc transport in via proton symport (periplasm)
AGMtex,-999999.0,999999.0,1,Agmatine transport via diffusion (extracellular to periplasm)
AGPAT120,0.0,999999.0,0,1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0)
AGPAT140,0.0,999999.0,0,1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0)
AGPAT141,0.0,999999.0,0,1-tetradec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:1)
AGPAT160,0.0,999999.0,0,1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0)
AGPAT161,0.0,999999.0,0,1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1)
AGPAT180,0.0,999999.0,0,1-octadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:0)
AGPAT181,0.0,999999.0,0,1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1)
AGPR,-999999.0,999999.0,1,N-acetyl-g-glutamyl-phosphate reductase
AGt3,0.0,999999.0,0,Silver transport out via proton antiport
AHCYSNS,0.0,999999.0,0,S-adenosylhomocysteine nucleosidase
AICART,-999999.0,999999.0,1,Phosphoribosylaminoimidazolecarboxamide formyltransferase
AIRC2,0.0,999999.0,0,Phosphoribosylaminoimidazole carboxylase
AIRC3,-999999.0,999999.0,1,Phosphoribosylaminoimidazole carboxylase (mutase rxn)
AKGDH,0.0,999999.0,0,2-Oxogluterate dehydrogenase
AKGt2rpp,-999999.0,999999.0,1,2-oxoglutarate reversible transport via symport (periplasm)
AKGtex,-999999.0,999999.0,1,Alpha-ketoglutarate transport via diffusion (extracellular to periplasm)
ALAALAD,0.0,999999.0,0,D-alanine-D-alanine dipeptidase
ALAALAabcpp,0.0,999999.0,0,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm)
ALAALAr,-999999.0,999999.0,1,D-alanine-D-alanine ligase (reversible)
ALAALAtex,-999999.0,999999.0,1,D-alanyl-D-alanine (DalaDala) transport via diffusion (extracellular to periplasm)
ALAGLUE,-999999.0,999999.0,1,L-alanyl-gamma-glutamate epimerase
ALAR,-999999.0,999999.0,1,Alanine racemase
ALATA_D2,0.0,999999.0,0,D-alanine transaminase
ALATA_L,-999999.0,999999.0,1,L-alanine transaminase
ALATA_L2,0.0,999999.0,0,Alanine transaminase
ALATRS,0.0,999999.0,0,Alanyl-tRNA synthetase
ALAabcpp,0.0,999999.0,0,L-alanine transport via ABC system (periplasm)
ALAt2pp,0.0,999999.0,0,L-alanine transport in via proton symport (periplasm)
ALAt4pp,0.0,999999.0,0,L-alanine transport in via sodium symport (periplasm)
ALAtex,-999999.0,999999.0,1,L-alanine transport via diffusion (extracellular to periplasm)
ALCD19,-999999.0,999999.0,1,Alcohol dehydrogenase (glycerol)
ALCD2x,-999999.0,999999.0,1,Alcohol dehydrogenase (ethanol)
ALDD19xr,0.0,999999.0,0,"Aldehyde dehydrogenase (phenylacetaldehyde, NAD)"
ALDD2x,0.0,999999.0,0,"Aldehyde dehydrogenase (acetaldehyde, NAD)"
ALDD2y,0.0,999999.0,0,"Aldehyde dehydrogenase (acetaldehyde, NADP)"
ALDD3y,0.0,999999.0,0,"Aldehyde dehydrogenase (propanal, NADP)"
ALDD4,0.0,999999.0,0,"Aldehyde dehydrogenase (butanal, NAD)"
ALLK,0.0,999999.0,0,Allose kinase
ALLPI,-999999.0,999999.0,1,Allose 6-phosphate isomerase
ALLTAMH,0.0,999999.0,0,Allantoate amidohydrolase
ALLTN,0.0,999999.0,0,Allantoinase
ALLTNt2rpp,-999999.0,999999.0,1,Allantoin transport in via proton symport (periplasm)
ALLTNtex,-999999.0,999999.0,1,Allantoin transport via diffusion (extracellular to periplasm)
ALLULPE,-999999.0,999999.0,1,Allulose 6-phosphate epimerase
ALLabcpp,0.0,999999.0,0,D-allose transport via ABC system (periplasm)
ALLtex,-999999.0,999999.0,1,Allose transport via diffusion (extracellular to periplasm)
ALPATE160pp,0.0,999999.0,0,"Apolipoprotein N-acyltransferase (phosphatidylethanolamine, periplasm)"
ALPATG160pp,0.0,999999.0,0,"Apolipoprotein N-acyltransferase (phosphatidylglycerol, periplasm)"
